Entity,Year,"GDP per capita, PPP (constant 2021 international $)",Urban population (HYDE estimates and UN projections),Rural population (HYDE estimates and UN projections),Population - Scenario: SSP2 - Sex: All -Age: All -Education: Post Secondary, Population - Scenario: SSP2 - Sex: All -Age: All - Education: Upper Secondary,Population - Scenario: SSP2 - Sex: All - Age: All -Education: Lower Secondary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Incomplete Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: None,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Under 15,Individuals using the Internet (% of population),Fixed telephone subscriptions,Fixed broadband subscriptions,Mobile cellular subscriptions,Number of Internet users,65+ years_x,25-64 years_x,15-24 years_x,5-14 years_x,0-4 years_x,65+ years_y,25-64 years_y,15-24 years_y,5-14 years_y,0-4 years_y,Death rate,Birth rate,Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked),Access to electricity (% of population),Annual CO₂ emissions
United Arab Emirates,2010,68799.93,6313575.5,1198114.5,1466100.0,2045200.0,1391600.0,824200.0,852300.0,585500.0,1106400.0,68.0,1479490.0,787000.0,10900000.0,4718093.0,40601.0,1320222.0,375343.0,382274.0,192005.0,58059.0,3382322.0,591031.0,394716.0,201784.0,1.073,11.249,,,,,,,,,,100.0,184842300.0
United Arab Emirates,2011,70662.516,6630123.0,1234685.1,,,,,,,,78.0,1825500.0,867000.0,11700000.0,5615561.0,42183.0,1406304.0,402171.0,396318.0,198274.0,60873.0,3479296.0,597697.0,408140.0,208171.0,1.027,11.372,,,,,,,,,,100.0,197573140.0
United Arab Emirates,2012,69158.83,6948444.5,1269482.0,,,,,,,,85.0,1967490.0,955000.0,13800000.0,6372555.0,45259.0,1494089.0,428984.0,412226.0,206582.0,64772.0,3593768.0,610695.0,424119.0,216622.0,1.033,11.678,,,,,,,,,,100.0,207392260.0
United Arab Emirates,2013,69806.95,7268539.5,1302505.2,,,,,,,,88.0,2086020.0,1040000.0,16100000.0,6892030.0,47905.0,1575974.0,451915.0,431421.0,216285.0,68267.0,3735046.0,634779.0,443843.0,226420.0,1.033,11.819,,,,,,,,,,100.0,213335140.0
United Arab Emirates,2014,69409.04,7590408.0,1333754.8,,,,,,,,90.4,2103040.0,1090000.0,16800000.0,7446139.5,51054.0,1665055.0,475940.0,454622.0,227480.0,72217.0,3916465.0,668859.0,467420.0,237761.0,1.014,11.471,,,,,,,,,,100.0,209979540.0
United Arab Emirates,2015,70234.734,7914050.0,1363230.8,1746600.0,2328300.0,1647500.0,857100.0,789200.0,523000.0,1262100.0,90.5,2258650.0,1230000.0,17900000.0,7850539.0,54755.0,1762044.0,502268.0,478705.0,239617.0,75762.0,4114021.0,705730.0,491643.0,250075.0,1.021,11.02,,,,,,,,,,100.0,225683630.0
United Arab Emirates,2016,70573.99,8239466.0,1390933.0,,,,,,,,90.6,2285810.0,1300000.0,19900000.0,8181971.5,57942.0,1844804.0,524708.0,498009.0,249321.0,76178.0,4272671.0,736375.0,511011.0,259841.0,1.007,10.747,,,,,,,,,,100.0,226604720.0
United Arab Emirates,2017,68871.85,8566656.0,1416861.6,,,,,,,,94.8199,2320840.0,2760000.0,19800000.0,8755985.0,59571.0,1897283.0,538016.0,507644.0,254597.0,76989.0,4360405.0,754037.0,520678.0,265103.0,0.97,10.661,,,,,,,,,,100.0,212913220.0
United Arab Emirates,2018,68854.97,8895619.0,1441016.5,,,,,,,,98.45,2341390.0,3020000.0,20100000.0,9201994.0,61241.0,1930902.0,544932.0,511215.0,258006.0,79056.0,4405372.0,763572.0,524010.0,268550.0,0.957,10.248,,,,,,,,,,100.0,209702220.0
United Arab Emirates,2019,68887.84,9226356.0,1463397.9,,,,,,,,99.15,2362600.0,3050000.0,19600000.0,9298143.0,62170.0,1949968.0,545880.0,509956.0,259459.0,81123.0,4412476.0,764882.0,522062.0,269880.0,0.958,10.094,,,,,,,,,,100.0,219775680.0
United Arab Emirates,2020,65784.68,9558866.0,1484005.5,2684100.0,2702300.0,1059100.0,578700.0,506600.0,346900.0,1369800.0,100.0,2380870.0,3250000.0,18400000.0,9448529.0,64589.0,1978061.0,550241.0,511521.0,260839.0,83193.0,4435234.0,770683.0,523120.0,271045.0,1.118,10.465,,,,,,,,,,100.0,217379580.0
United Arab Emirates,2021,67401.125,9783651.0,1490786.8,,,,,,,,100.0,2242980.0,3570000.0,18200000.0,9789054.0,70804.0,2063133.0,571398.0,529913.0,267044.0,87709.0,4580771.0,799223.0,541815.0,277239.0,1.258,9.279,,,,,,,,,,100.0,216231700.0
United Arab Emirates,2022,68867.83,10009435.0,1496568.4,,,,,,,,100.0,2286100.0,3770000.0,20000000.0,,75435.0,2171649.0,597212.0,555565.0,276731.0,92519.0,4784171.0,833666.0,568103.0,287051.0,1.18,9.295,,,,,,,,,,100.0,225977250.0
United Arab Emirates,2023,68577.54,10236219.0,1501350.1,,,,,,,,100.0,2258510.0,3950000.0,21200000.0,,80637.0,2287773.0,604192.0,575928.0,281306.0,99816.0,5002292.0,828572.0,589705.0,291866.0,0.932,9.774,,,,,,,,,,,229383650.0
United Arab Emirates,2024,,9074536.0,1236489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,2025,,9207088.0,1228199.0,2995300.0,2716000.0,1114800.0,635800.0,522099.97,382500.0,1425600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1970,,1306041.0,9820082.0,13200.0,80200.0,0.0,401300.0,0.0,5708500.0,4919200.0,,16000.0,,0.0,,146941.0,1862459.0,1044235.0,1433608.0,1014189.0,154665.0,2061920.0,1060578.0,1471787.0,1039748.0,26.838,51.207,,,,,,,,,,,1670397.0
Afghanistan,1971,,1384648.0,10217359.0,,,,,,,,,16000.0,,,,150532.0,1907213.0,1063578.0,1476259.0,1044320.0,156669.0,2100322.0,1081045.0,1516351.0,1071386.0,26.383,51.303,,,,,,,,,,,1893554.0
Afghanistan,1972,,1472489.0,10605402.0,,,,,,,,,16000.0,,,,154222.0,1954151.0,1082595.0,1520360.0,1075118.0,158610.0,2139008.0,1103495.0,1562415.0,1103725.0,25.882,51.244,,,,,,,,,,,1530347.0
Afghanistan,1973,,1568902.0,10984874.0,,,,,,,,,16000.0,,,,158137.0,2003527.0,1103460.0,1567187.0,1107444.0,160720.0,2177906.0,1130576.0,1611345.0,1137701.0,25.364,51.278,,,,,,,,,,,1635454.0
Afghanistan,1974,,1668560.0,11361100.0,,,,,,,,,16000.0,,,,162130.0,2051305.0,1127139.0,1615120.0,1140534.0,163002.0,2215361.0,1160489.0,1661488.0,1172566.0,24.889,51.373,,,,,,,,,,,1913152.0
Afghanistan,1975,,1769770.0,11735774.0,23200.0,130000.0,0.0,518099.97,0.0,6226000.0,5688600.0,,21500.0,,0.0,,166015.0,2093260.0,1154650.0,1662298.0,1173232.0,165353.0,2250029.0,1191137.0,1710921.0,1207058.0,24.403,51.321,,,,,,,,,,,2121383.0
Afghanistan,1976,,1873024.0,11768557.0,,,,,,,,,22200.0,,0.0,,169627.0,2129180.0,1183119.0,1707179.0,1204154.0,167609.0,2280149.0,1221115.0,1758058.0,1239671.0,23.934,51.329,,,,,,,,,,,1980859.0
Afghanistan,1977,,1977493.0,11800125.0,,,,,,,,,22200.0,,0.0,,173136.0,2164005.0,1210999.0,1751468.0,1234791.0,169958.0,2309233.0,1250528.0,1804680.0,1271965.0,23.404,51.331,,,,,,,,,,,2384175.0
Afghanistan,1978,,2077808.0,11835847.0,,,,,,,,,25300.0,,0.0,,176295.0,2197692.0,1238594.0,1795042.0,1264175.0,172044.0,2335180.0,1278712.0,1850738.0,1302967.0,24.171,51.288,,,,,,,,,,,2153300.0
Afghanistan,1979,,2164620.0,11885072.0,,,,,,,,,25300.0,,0.0,,176108.0,2196313.0,1247076.0,1810393.0,1271319.0,170748.0,2319568.0,1285184.0,1867873.0,1310987.0,25.538,52.029,,,,,,,,,,,2232754.0
Afghanistan,1980,,2186840.0,11998889.0,35200.0,193600.0,0.0,602000.0,0.0,6309900.0,6086900.0,,25800.0,,0.0,,168867.0,2110581.0,1207649.0,1755612.0,1229030.0,162603.0,2212807.0,1241495.0,1812740.0,1267933.0,25.706,53.452,,,,,,,,,,,1756302.0
Afghanistan,1981,,2186427.0,11687215.0,,,,,,,,,31700.0,,0.0,,152163.0,1906600.0,1099501.0,1599877.0,1117013.0,145501.0,1983087.0,1127635.0,1653319.0,1152890.0,26.413,55.185,,,,,,,,,,,1978463.0
Afghanistan,1982,,2166776.0,11394778.0,,,,,,,,,28000.0,,0.0,,138836.0,1751540.0,1018764.0,1482078.0,1029594.0,131647.0,1802182.0,1040605.0,1532925.0,1063213.0,28.026,51.973,,,,,,,,,,,2094580.9
Afghanistan,1983,,2135675.0,11113792.0,,,,,,,,,29000.0,,0.0,,136411.0,1738433.0,1019438.0,1480606.0,1022922.0,128179.0,1766433.0,1036106.0,1532596.0,1056859.0,27.013,51.173,,,,,,,,,,,2519954.0
Afghanistan,1984,,2104920.0,10832459.0,,,,,,,,,30000.0,,0.0,,137740.0,1783380.0,1054677.0,1526869.0,1047803.0,127991.0,1782839.0,1064268.0,1581696.0,1082974.0,32.008,50.351,,,,,,,,,,,2821540.0
Afghanistan,1985,,2084657.0,10540635.0,47400.0,219800.0,0.0,568500.0,0.0,5293900.0,5568600.0,,31000.0,,0.0,,138082.0,1825235.0,1088699.0,1569695.0,1068667.0,126586.0,1788586.0,1089026.0,1627424.0,1104858.0,31.699,51.693,,,,,,,,,,,3501422.0
Afghanistan,1986,,2075095.0,10631571.0,,,,,,,,,32000.0,,0.0,,136417.0,1825048.0,1096724.0,1573640.0,1071113.0,123621.0,1759525.0,1093010.0,1633049.0,1107929.0,25.044,52.195,,,,,,,,,,,3133645.0
Afghanistan,1987,,2077671.0,10710369.0,,,,,,,,,33000.0,,0.0,,135358.0,1817890.0,1099139.0,1568101.0,1075732.0,121542.0,1731625.0,1096305.0,1628640.0,1113493.0,24.617,52.222,,,,,,,,,,,3113826.0
Afghanistan,1988,,2106112.0,10763301.0,,,,,,,,,34000.0,,0.0,,136743.0,1836082.0,1115670.0,1582500.0,1098908.0,121860.0,1732290.0,1116168.0,1644554.0,1138526.0,20.606,51.708,,,,,,,,,,,2856896.0
Afghanistan,1989,,2177712.0,10773075.0,,,,,,,,,35000.0,,0.0,,141169.0,1886526.0,1150854.0,1623979.0,1144936.0,125161.0,1768483.0,1157085.0,1688262.0,1187641.0,19.582,51.682,,,,,,,,,,,2764855.0
Afghanistan,1990,,2304228.0,10727933.0,68100.0,258500.0,0.0,639500.0,0.0,5301200.0,5884600.0,0.0,36200.0,,0.0,0.0,143497.0,1907603.0,1167501.0,1642392.0,1173502.0,126661.0,1778461.0,1179385.0,1707835.0,1218833.0,19.479,52.888,,,,,,,,,,,2024326.1
Afghanistan,1991,,2497198.0,11886507.0,,,,,,,,0.0,37000.0,,0.0,0.0,146045.0,1931356.0,1184732.0,1666980.0,1203223.0,128361.0,1791512.0,1201644.0,1733922.0,1251107.0,18.783,52.279,,,,,,,,,,,1914301.0
Afghanistan,1992,,2751549.0,12983700.0,,,,,,,,0.0,29000.0,,0.0,0.0,158761.0,2087723.0,1282175.0,1809026.0,1317082.0,138989.0,1927929.0,1304326.0,1882214.0,1370759.0,17.17,50.315,,,,,,,,,,,1482054.0
Afghanistan,1993,,3040563.0,14046229.0,,,,,,,,0.0,29000.0,,0.0,0.0,179268.0,2338838.0,1436104.0,2036640.0,1495602.0,156521.0,2156281.0,1466501.0,2119591.0,1557824.0,14.613,50.834,,,,,,,,,,,1486943.0
Afghanistan,1994,,3324433.0,15113903.0,,,,,,,,0.0,29000.0,,0.0,0.0,195844.0,2530269.0,1551583.0,2217536.0,1641658.0,170494.0,2332705.0,1590889.0,2308446.0,1711372.0,14.929,52.41,,,,,,,,,,,1453829.0
Afghanistan,1995,,3572806.0,16217074.0,115100.0,390900.0,0.0,1005600.0,0.0,7244200.0,8173200.0,0.0,29000.0,,0.0,0.0,206516.0,2642517.0,1617809.0,2334386.0,1738946.0,179085.0,2437118.0,1664367.0,2430659.0,1814439.0,14.403,52.683,,,,,,,,,,,1417327.0
Afghanistan,1996,,3771844.0,16631320.0,,,,,,,,,29000.0,,0.0,,215687.0,2734970.0,1670382.0,2440260.0,1821395.0,186317.0,2526346.0,1723854.0,2541607.0,1902449.0,13.928,52.491,,,,,,,,,,,1370104.0
Afghanistan,1997,,3929370.0,17087078.0,,,,,,,,,29000.0,,0.0,,224666.0,2825442.0,1719497.0,2552739.0,1897667.0,193252.0,2615637.0,1778849.0,2659776.0,1984560.0,13.651,52.117,,,,,,,,,,,1304152.0
Afghanistan,1998,,4063123.0,17566610.0,,,,,,,,,29000.0,,0.0,,233732.0,2919010.0,1769329.0,2675815.0,1969059.0,200066.0,2708268.0,1832962.0,2789547.0,2062213.0,13.886,51.457,,,,,,,,,,,1278504.0
Afghanistan,1999,,4202603.0,18040414.0,,,,,,,,,29000.0,,0.0,,243005.0,3015830.0,1820735.0,2807207.0,2036179.0,207013.0,2805429.0,1888010.0,2928419.0,2135954.0,12.697,50.948,,,,,,,,,,,1091640.0
Afghanistan,2000,1617.8264,4370430.0,18485872.0,155000.0,501600.0,0.0,1382800.0,0.0,8094600.0,9759500.0,,29000.0,,0.0,,246352.0,3039034.0,1830038.0,2871563.0,2048693.0,208991.0,2836280.0,1899450.0,2997350.0,2152578.0,12.608,51.491,0.0,0.0,0.0,0.0,0.31,0.0,0.17,0.0,0.0,4.4,1047127.94
Afghanistan,2001,1454.1108,4635224.5,19172760.0,,,,,,,,0.00472257,29000.0,,0.0,957.94006,248753.0,3049403.0,1836562.0,2922047.0,2047750.0,210071.0,2855656.0,1907491.0,3051894.0,2154679.0,11.954,49.623,0.0,0.0,0.0,0.0,0.5,0.0,0.15,0.0,0.04,9.3,1069098.0
Afghanistan,2002,1774.3087,4906640.5,19853028.0,,,,,,,,0.0045614,33050.0,,25000.0,975.1406,262944.0,3202022.0,1933223.0,3105259.0,2137461.0,221048.0,3009681.0,2009274.0,3245594.0,2251601.0,11.187,47.488,0.0,0.0,0.0,0.0,0.56,0.0,0.11,0.0,0.04,14.1,1340995.0
Afghanistan,2003,1815.9282,5184677.0,20526674.0,,,,,,,,0.0878913,36700.0,,200000.0,19980.365,280448.0,3394547.0,2058326.0,3325296.0,2247745.0,234854.0,3202981.0,2140745.0,3478398.0,2369708.0,10.714,47.056,0.0,0.0,0.0,0.0,0.63,0.0,0.19,0.0,0.09,19.0,1559602.0
Afghanistan,2004,1776.9182,5469335.0,21193700.0,,,,,,,,0.105809,,200.0,600000.0,24929.303,291328.0,3509626.0,2141517.0,3467838.0,2298804.0,243173.0,3324559.0,2228436.0,3630996.0,2424370.0,10.375,46.492,0.0,0.0,0.0,0.0,0.56,0.0,0.17,0.0,0.06,23.8,1237247.0
Afghanistan,2005,1908.1147,5760614.5,21854104.0,231000.0,735100.0,0.0,2274900.0,0.0,9546400.0,11924200.0,1.22415,,220.0,1200000.0,298748.12,302341.0,3629534.0,2231844.0,3611039.0,2345149.0,251576.0,3451586.0,2323303.0,3784919.0,2473273.0,9.913,44.952,0.0,0.0,0.0,0.0,0.59,0.0,0.17,0.0,0.06,28.7,1889507.0
Afghanistan,2006,1929.7239,6017735.5,22356388.0,,,,,,,,2.10712,,500.0,2520000.0,535717.2,315769.0,3777515.0,2345989.0,3776033.0,2403302.0,261808.0,3605148.0,2442451.0,3961731.0,2534353.0,9.659,44.087,0.0,0.0,0.0,0.0,0.64,0.0,0.11,0.0,0.15,33.5,2159318.0
Afghanistan,2007,2155.353,6280140.0,22853388.0,,,,,,,,1.9,,500.0,4670000.0,492287.2,323083.0,3847525.0,2421067.0,3855599.0,2406206.0,266674.0,3683452.0,2520367.0,4049076.0,2536792.0,9.487,43.831,0.0,0.0,0.0,0.0,0.75,0.0,0.11,0.0,0.15,38.4,2799909.0
Afghanistan,2008,2191.5044,6547828.0,23345106.0,,,,,,,,1.84,,500.0,7900000.0,487280.38,332050.0,3931365.0,2512718.0,3938040.0,2417553.0,272687.0,3774956.0,2615768.0,4139338.0,2548133.0,8.884,42.538,0.0,0.0,0.0,0.0,0.54,0.0,0.11,0.0,0.13,42.4,4254477.0
Afghanistan,2009,2565.022,6820799.0,23831538.0,,,,,,,,3.55,5130.0,1000.0,10500000.0,975046.56,346741.0,4077384.0,2648393.0,4069767.0,2470653.0,283196.0,3927435.0,2758007.0,4280885.0,2603634.0,8.645,42.162,0.0,0.0,0.0,0.0,0.78,0.0,0.05,0.0,0.06,48.3,6391888.0
Afghanistan,2010,2848.5862,7099054.0,24312690.0,329700.0,1050000.0,0.0,3302500.0,0.0,9972900.0,13767400.0,4.0,16620.0,1500.0,10200000.0,1131363.5,360191.0,4202392.0,2771594.0,4166767.0,2510830.0,292206.0,4061484.0,2887672.0,4385733.0,2645214.0,8.402,41.759,0.0,0.0,0.0,0.0,0.75,0.0,0.07,0.0,0.06,42.7,8364803.5
Afghanistan,2011,2757.0525,7489521.0,24936102.0,,,,,,,,5.0,13509.0,,13800000.0,1467385.5,377672.0,4368911.0,2918869.0,4290016.0,2577063.0,303811.0,4237356.0,3042498.0,4517795.0,2713703.0,8.032,40.973,0.0,0.0,0.0,0.0,0.6,0.0,0.07,0.0,0.1,43.2,11838316.0
Afghanistan,2012,2985.319,7890077.0,25549428.0,,,,,,,,5.45455,90017.0,1500.0,15300000.0,1666911.1,397753.0,4562654.0,3080487.0,4425201.0,2661042.0,316700.0,4441434.0,3212797.0,4661673.0,2800285.0,7.822,40.702,0.0,0.0,0.03,0.0,0.71,0.0,0.07,0.0,0.07,69.1,10035314.0
Afghanistan,2013,3046.5798,8300721.5,26152664.0,,,,,,,,5.9,95769.0,1500.0,16800000.0,1865739.8,415958.0,4740159.0,3226591.0,4532431.0,2732602.0,327089.0,4631714.0,3367473.0,4775583.0,2873090.0,7.597,40.288,0.0,0.0,0.03,0.0,0.86,0.0,0.1,0.0,0.12,68.0,9228517.0
Afghanistan,2014,3017.9426,8721455.0,26745810.0,,,,,,,,7.0,101931.0,1500.0,18400000.0,2295477.0,434578.0,4941593.0,3382114.0,4651889.0,2811656.0,338173.0,4845196.0,3532455.0,4901408.0,2953444.0,7.511,39.646,0.0,0.0,0.03,0.0,0.97,0.0,0.05,0.0,0.11,89.5,9086037.0
Afghanistan,2015,2967.6921,9152278.0,27328870.0,509500.0,2013600.0,0.0,4525300.0,0.0,11668400.0,15023600.0,8.26,110000.0,7070.0,19700000.0,2794503.8,449495.0,5133089.0,3522599.0,4750154.0,2876892.0,347799.0,5046722.0,3681691.0,5003882.0,3019422.0,7.528,39.364,0.0,0.0,0.03,0.0,1.0,0.0,0.05,0.0,0.1,71.5,9670181.0
Afghanistan,2016,2958.7854,9593190.0,27901838.0,,,,,,,,11.0,114192.0,8800.0,21600000.0,3817067.5,461716.0,5308503.0,3641450.0,4824046.0,2923568.0,355636.0,5231915.0,3807990.0,5079917.0,3065852.0,7.32,38.732,0.0,0.0,0.04,0.0,1.02,0.0,0.06,0.0,0.09,97.7,8906380.0
Afghanistan,2017,2952.999,10044190.0,28464718.0,,,,,,,,13.5,118769.0,9180.0,23900000.0,4818007.0,476877.0,5512000.0,3766179.0,4916209.0,2978657.0,365268.0,5440590.0,3937855.0,5174156.0,3121121.0,7.315,38.171,0.0,0.0,0.04,0.0,1.05,0.0,0.06,0.0,0.11,97.7,9677441.0
Afghanistan,2018,2902.392,10505279.0,29017510.0,,,,,,,,16.8,127794.0,16000.0,22000000.0,6172830.5,493828.0,5736890.0,3889413.0,5020504.0,3037767.0,375903.0,5664348.0,4063113.0,5280385.0,3180868.0,7.271,37.624,0.0,0.0,0.04,0.0,0.93,0.0,0.08,0.0,0.12,93.4,10601884.0
Afghanistan,2019,2927.245,10976457.0,29560214.0,,,,,,,,17.6,134636.0,19700.0,22600000.0,6662678.5,512012.0,5980818.0,4009128.0,5135728.0,3098764.0,387486.0,5906372.0,4185220.0,5397861.0,3242702.0,7.064,37.138,0.0,0.0,0.05,0.0,0.84,0.0,0.1,0.0,0.08,97.7,10825145.0
Afghanistan,2020,2769.6858,11196197.0,29405944.0,748500.0,2532900.0,56200.0,5260000.0,400.0,12834100.0,16894000.0,18.4,145787.0,26600.0,22700000.0,7188692.0,529279.0,6248537.0,4131836.0,5267224.0,3166634.0,396923.0,6172043.0,4312434.0,5532301.0,3311747.0,7.565,36.601,0.0,0.0,0.06,0.0,0.62,0.0,0.1,0.0,0.02,97.7,11605929.0
Afghanistan,2021,2144.1665,11720737.0,29990126.0,,,,,,,,,145787.0,26600.0,22700000.0,,540130.0,6478541.0,4219256.0,5365730.0,3210286.0,400886.0,6395835.0,4402313.0,5631725.0,3355687.0,8.002,36.342,0.0,0.0,0.08,0.0,0.62,0.0,0.1,0.0,0.03,97.7,10271881.0
Afghanistan,2022,1981.7102,12256910.0,30562676.0,,,,,,,,,162222.0,32300.0,22800000.0,,549721.0,6656976.0,4258768.0,5416011.0,3221673.0,405955.0,6577094.0,4446116.0,5680237.0,3366273.0,5.993,36.045,0.0,0.0,0.08,0.0,0.62,0.0,0.1,0.0,0.03,85.3,10557803.0
Afghanistan,2023,1992.4244,12804715.0,31123592.0,,,,,,,,,181963.0,33200.0,23000000.0,,567353.0,6886563.0,4321492.0,5499681.0,3255582.0,418237.0,6822450.0,4519332.0,5763455.0,3400600.0,5.797,35.437,,,,,,,,,,,11020218.0
Afghanistan,2024,,11320521.0,30199464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2025,,11704638.0,30683762.0,1210300.0,3741800.0,93200.0,6853200.0,17900.0,13595200.0,18653500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1970,,23407.0,43691.0,,,,,,,,,1700.0,,0.0,,2112.0,11438.0,6404.0,9441.0,4641.0,1071.0,9352.0,6012.0,9443.0,4659.0,6.212,25.54,,,,,,,,,,,461664.0
Antigua and Barbuda,1971,,24059.0,46915.0,,,,,,,,,1700.0,,,,2194.0,11527.0,6615.0,9434.0,4371.0,1144.0,9414.0,6239.0,9414.0,4420.0,6.134,24.98,,,,,,,,,,,425024.0
Antigua and Barbuda,1972,,24731.0,48055.0,,,,,,,,,1700.0,,,,2279.0,11592.0,6795.0,9343.0,4091.0,1226.0,9447.0,6427.0,9297.0,4160.0,6.116,24.368,,,,,,,,,,,373728.0
Antigua and Barbuda,1973,,25355.0,49092.0,,,,,,,,,1700.0,,,,2366.0,11646.0,6970.0,9183.0,3814.0,1319.0,9465.0,6609.0,9117.0,3899.0,6.133,23.776,,,,,,,,,,,329760.0
Antigua and Barbuda,1974,,25839.0,49852.0,,,,,,,,,1700.0,,,,2454.0,11710.0,7160.0,8973.0,3554.0,1415.0,9476.0,6809.0,8903.0,3648.0,6.16,22.922,,,,,,,,,,,428688.0
Antigua and Barbuda,1975,,26120.0,50216.0,,,,,,,,,1900.0,,0.0,,2545.0,11790.0,7379.0,8665.0,3381.0,1514.0,9497.0,7032.0,8605.0,3475.0,6.206,22.319,,,,,,,,,,,707152.0
Antigua and Barbuda,1976,,26167.0,50128.0,,,,,,,,,1900.0,,0.0,,2634.0,11900.0,7612.0,8278.0,3312.0,1620.0,9532.0,7269.0,8243.0,3404.0,6.266,23.118,,,,,,,,,,,403040.0
Antigua and Barbuda,1977,,26006.0,49642.0,,,,,,,,,,,0.0,,2718.0,12040.0,7839.0,7900.0,3298.0,1731.0,9598.0,7496.0,7894.0,3390.0,6.309,23.909,,,,,,,,,,,465328.0
Antigua and Barbuda,1978,,25701.0,48887.0,,,,,,,,,,,0.0,,2807.0,12212.0,8037.0,7536.0,3305.0,1836.0,9697.0,7693.0,7563.0,3396.0,6.323,22.933,,,,,,,,,,,490976.0
Antigua and Barbuda,1979,,25349.0,48046.0,,,,,,,,,,,0.0,,2894.0,12425.0,8186.0,7185.0,3338.0,1942.0,9838.0,7835.0,7246.0,3432.0,6.37,24.258,,,,,,,,,,,406704.0
Antigua and Barbuda,1980,,25022.0,47258.0,,,,,,,,,,,0.0,,2979.0,12675.0,8273.0,6849.0,3379.0,2037.0,10039.0,7916.0,6938.0,3475.0,6.403,21.949,,,,,,,,,,,142896.0
Antigua and Barbuda,1981,,24754.0,46586.0,,,,,,,,,3500.0,,0.0,,3066.0,12967.0,8290.0,6551.0,3363.0,2130.0,10285.0,7928.0,6668.0,3459.0,6.474,21.008,,,,,,,,,,,106256.0
Antigua and Barbuda,1982,,24529.0,46002.0,,,,,,,,,4000.0,,0.0,,3154.0,13298.0,8247.0,6315.0,3299.0,2217.0,10578.0,7875.0,6452.0,3396.0,6.56,20.643,,,,,,,,,,,293120.0
Antigua and Barbuda,1983,,24316.0,45441.0,,,,,,,,,5000.0,,0.0,,3240.0,13661.0,8149.0,6109.0,3240.0,2304.0,10901.0,7773.0,6265.0,3335.0,6.672,21.164,,,,,,,,,,,84272.0
Antigua and Barbuda,1984,,24058.0,44798.0,,,,,,,,,5796.0,,0.0,,3303.0,13911.0,7924.0,5962.0,3195.0,2370.0,11251.0,7585.0,6140.0,3290.0,6.807,20.657,,,,,,,,,,,146560.0
Antigua and Barbuda,1985,,23722.0,44015.0,,,,,,,,,7000.0,,0.0,,3338.0,14015.0,7540.0,5916.0,3168.0,2415.0,11594.0,7280.0,6114.0,3263.0,6.929,21.713,,,,,,,,,,,249152.0
Antigua and Barbuda,1986,,23293.0,43061.0,,,,,,,,,8000.0,,0.0,,3352.0,14091.0,7128.0,5910.0,3171.0,2451.0,11894.0,6949.0,6116.0,3262.0,7.041,20.339,,,,,,,,,,,249152.0
Antigua and Barbuda,1987,,22807.0,42007.0,,,,,,,,,9500.0,,0.0,,3346.0,14128.0,6756.0,5918.0,3171.0,2472.0,12152.0,6669.0,6120.0,3256.0,7.176,20.391,,,,,,,,,,,274800.0
Antigua and Barbuda,1988,,22349.0,41012.0,,,,,,,,,11000.0,,0.0,,3335.0,14110.0,6431.0,5952.0,3165.0,2475.0,12376.0,6429.0,6157.0,3243.0,7.322,20.646,,,,,,,,,,,285792.0
Antigua and Barbuda,1989,,22032.0,40288.0,,,,,,,,,13000.0,,,,3316.0,14037.0,6150.0,6004.0,3164.0,2458.0,12568.0,6219.0,6221.0,3242.0,7.496,20.839,,,,,,,,,,,285792.0
Antigua and Barbuda,1990,21078.785,21937.0,39985.0,,,,,,,,0.0,15980.0,,0.0,0.0,3286.0,13925.0,5926.0,6057.0,3177.0,2417.0,12739.0,6048.0,6275.0,3260.0,7.597,20.811,,,,,,,,,,95.76305,241824.0
Antigua and Barbuda,1991,21428.566,22068.0,40181.0,,,,,,,,0.0,13670.0,,,0.0,3267.0,14069.0,5831.0,6116.0,3161.0,2391.0,13036.0,5997.0,6317.0,3248.0,7.625,18.247,,,,,,,,,,95.94065,249152.0
Antigua and Barbuda,1992,21334.527,22158.0,41058.0,,,,,,,,0.0,16820.0,,,0.0,3257.0,14559.0,5889.0,6192.0,3139.0,2374.0,13464.0,6015.0,6342.0,3221.0,7.643,18.949,,,,,,,,,,96.11813,249152.0
